tweets,languages_spacy,languages_langdetect
"Salle full pour @BnJ25 et @francoissamin « Métriques, traces: instrumenter votre code avec opencensus » #devoxxfr… https://t.co/yFYf5CgPzx",fr,fr
"RT @s_leclercq: If you ever need to convince a manager to let you do perf tests (with the manager's translation) :
- Easy to do (a.k.a. ""Ch…",en,en
"Merci à tous ceux qui sont venus voir mon université ""Développer et déployer sur Kubernetes comme un Googler""… https://t.co/HZF6pf1iuG",fr,fr
"And a lot of precious good practice
#DevoxxFr #Java https://t.co/nD0PkV5adK",en,en
"#Sketchnote du talk de @CeliaHodent qui nous a parlé de l'UX dans l'univers du jeu vidéo à #DevoxxFR

C'était passi… https://t.co/OwSjFTKcAY",fr,fr
Un amphi full pour @guiChervet !!! 😍🤩. Ready pour apprendre plus sur l’API REST 🍿 #AXA #DevoxxFR https://t.co/hay2coeaV6,unknown,fr
Tout le plaisir était pour moi ! #DevoxxFR #ux https://t.co/yr5ltiCGCF,fr,fr
The title drawing for @aurelievache and @davinkevin ‘s #DevoxxFr talk about #Kubernetes and #Istio is epic - all th… https://t.co/noT8kErosj,en,en
"Un stand qui déchire, des sociétaires fans de nos travaux, des devs curieux de découvrir ce qu'on fait, encore un b… https://t.co/N251TOkJ7a",fr,fr
@idriss_neumann @DevoxxFR @jpetazzo @duuuuckman Les slides de @jpetazzo  https://t.co/rfg2KtSxHy,unknown,fr
RT @BenjaLefevre: @DevoxxFR de java 8 à java 11 #devoxx https://t.co/HJAoTlnvvr,en,sl
"RT @AurelienBegou: Super REX de @doctolib autour du #datadriven @DevoxxFR , soyons pragmatiques ! https://t.co/GReSumdnzC",unknown,fr
"RT @ekino_France: @ekino_France vous donne rendez-vous à 10h45 pour assister à l'interview de Sergio Lema sur les tests automatiques, la pe…",fr,fr
"Merci @rachel_orti et @msr4cloud pour ce talk passionnant sur les biais dans l’IA au @DevoxxFR 
La route est encore longue...",fr,fr
"RT @qlo2: Le sac à dos est top cette année👍, merci @DevoxxFR 👏👏",fr,fr
Quand le #UserExperience inclus l'#accessibilité grâce au #Keynote de Valérie Haccart. #DevoxxFR https://t.co/LNYapc7tNp,unknown,fr
#DevoxxFR #QuantumComputing https://t.co/KHJ0a7836V,en,en
RT @EaGuerch: Foncez voir @guiChervet à 11:45 #devoxxFR @AXAJobs_fr https://t.co/KCbCRXBneA,en,fr
RT @s_leclercq: @ekino_France Salle comble !! #DevoxxFR https://t.co/XPBSCPetXD,en,fr
Watching my husband’s talk #DevoxxFR #quantumcomputing https://t.co/x3NgEovFFx,en,en
"RT @ziedellouze: Méthode et analyse des #tests de #performance d'une #API dans le #continuous #delivery
#devoxx #devoxxfr #testperformance…",en,fr
Une présentation des technologies du moment par @aurelievache et @davinkevin @DevoxxFR https://t.co/wzJ1eyiktL,unknown,fr
Je tente ma chance pour Vegas ! 🤗 #AXA #DevoxxFR @AXAJobs_fr https://t.co/9Vhq2pV7Sq,unknown,pt
Une salle comble pour @guiChervet et son talk sur les API Restfull !! #devoxxfr @AXAJobs_fr #AXAGuilDEV #AXA https://t.co/H1d3M0dAPR,fr,fr
RT @_klaurent_: Méthode et analyse des tests de performance d’une api #DevoxxFR @ekimo_france https://t.co/Q2mznZqIjL,en,fr
"RT @ROUINEB: Another @DevoxxFR's adventure, another learning day @Extia_conseil https://t.co/hUXrbgJrbx",en,en
C'est parti pour des tips #docker #kubernetes et #istio avec @aurelievache et @davinkevin #DevoxxFR https://t.co/vgIhbuyIok,fr,fr
@luistrigueiros @sdeleuze @springboot @r2dbc On YouTube in ~ 2 weeks,en,af
"Let's transform a classic @springboot application to Kotlin with @sdeleuze 🎉

@ZenikaIT
@DevoxxFR
#codingtheworld https://t.co/afavMzGy7F",en,en
"RT @s_leclercq: Cheat sheet for your performance tests workflow in your CI #DevoxxFR 
@ekino_France https://t.co/bpzj33iLrg",en,en
« Spring Boot avec Kofu et les Coroutines » avec @sdeleuze ça démarre bientôt! #devoxxfr https://t.co/xNXQdE59VM,fr,fr
RT @Stephan007: #DevoxxFR speakers reception 👌😎🥂 https://t.co/sp98W2es1E,en,en
Day 2 #DevoxxFr #docker #kubernetes @Work_at_Murex https://t.co/oVxfJG97RB,en,da
C’est aussi le dernier jour pour venir sur notre stand découvrir nos animations et échanger avec notre team #AXA :… https://t.co/YbncMy8cM5,fr,fr
RT @LeMeurLoic_fr: On continue avec la gestion d'authentification et de l'autorisation dans une architecture microservice @DevoxxFR https:/…,en,fr
Immersion dans la création d'une communauté Open Source avec @juliendubois #jHipster #DevoxxFR,fr,fr
"Présent à #DevoxxFR pour parler #Azure, j'ai le plaisir de croiser beaucoup de mes collègues de la @SocieteGenerale… https://t.co/2awAMmQvAP",fr,fr
#Axa #DevoxxFR @AXAJobs_fr https://t.co/q8KTe8uQVu,en,ca
"RT @s_leclercq: Sempai noticed me UwU #DevoxxFR
@ekino_France https://t.co/8D0u8pYhsL",en,en
"Sempai noticed me UwU #DevoxxFR
@ekino_France https://t.co/8D0u8pYhsL",en,en
@ippontech @DevoxxFR @WylMarq @VMaleze @juliendubois @jhipsterconf @remiccl Super vidéo ! Fier d'être speaker pour Ippon,fr,fr
Merci @AXAJobs_fr ! #DevoxxFR #AXA https://t.co/qtSOpG1aUJ,en,ca
RT @lecampusazure: La communauté @AZUGFR présente sur le stand @Microsoft à #DevoxxFR pour vous parler #Azure et #microsoftlearn https://t.…,fr,fr
#DevoxxFR c'est le seul endroit ou c'est la queue aux toilettes des hommes et personnes chez les femmes 🤔🤔🤔,fr,fr
La communauté @AZUGFR présente sur le stand @Microsoft à #DevoxxFR pour vous parler #Azure et #microsoftlearn https://t.co/UGxeb0Aarc,fr,fr
"#AXA #DevoxxFR @AXAJobs_fr passez chez AXA, accueil chaleureux garanti https://t.co/8r2d9j4o4S",fr,fr
Summary of techniques for containerized Java (@delabassee) #devoxxFr https://t.co/oMbvlWyMw0,en,en
"Great presentation about UX in video games by @CeliaHodent at @DevoxxFR : perception, usability, motivation, emotion https://t.co/pXY2ULRhxo",en,en
RT @BnJ25: Le grand @yesnault est sur scène ! C’est maintenant que tout se passe ! En salle maillot #DEVOXXFR #ovh https://t.co/YQBdFKeLHs,fr,fr
#DEVOXXFR #IA #sodifrance pour une IA éthique #UE https://t.co/yzevkHG03Q,fr,fr
Venez tenter de gagner un méga voyage à LAS VEGAS !! 😎✈ Rendez vous au stand @AXAJobs_fr #DevoxxFR #AXA https://t.co/FMTG16qxYT,fr,fr
Journée @DevoxxFR aujourd’hui ! Retrouvez nous sur le stand @leboncoin et à notre talk sur le bien-être au travail… https://t.co/IJwFtk9BoJ,fr,fr
Excellent talk of @delabassee on @java and @Docker at @DevoxxFR https://t.co/VfmW9aKcjS,en,nl
@sdeleuze @DevoxxFR @springboot @r2dbc I would 💕 to see the recording,en,en
L’UX dans la création de jeux vidéo par @CeliaHodent à #DevoxxFr en #sketchnote #fortnite https://t.co/EkhVqQTfrl,fr,fr
"Le chorizo est servi sur le stand de #ThalesDigitalFactory !
Venez vite nous voir, il n’y en aura pas pour tout le… https://t.co/tceCzVwBMH",fr,fr
Recommandation when we use #JVM based apps on @Docker containers by @delabassee at @DevoxxFR https://t.co/QXLxU28U2N,en,en
RT @altolabs: début de la keynote de @DevoxxFR 2019 : la conférence des développeurs passionnés au Palais des Congrès avec plus de 3200 per…,fr,fr
"#DevoxxFR 
un talk chargé à 200% de trucs et principes utiles
La JVM et Docker, vers une symbiose parfaite ! - Devo… https://t.co/e0bWU2rAbq",fr,fr
"Utilisation parfaite d'un gif en conf
#DevoxxFR voilà voilà https://t.co/dMLBspBRvh",fr,fr
"Si vous êtes à #DevoxxFr ne ratez pas le talk ""Docker, Kubernetes &amp; Istio : Tips, tricks &amp; tools"" de @davinkevin et… https://t.co/k9hS8t7GRO",en,fr
"One tool to fight bias in #AI: the adversarial debiasing, so another model that plays the other side's advocate. Via @msr4cloud at #DevoxxFr",en,en
RT @FGRibreau: [Fr] Aujourd’hui je m’intéresse au développement d’API au sens large ! Rendez-vous dans l’amphi @DevoxxFR à 13h30 pour « Vot…,fr,fr
#devoxxfr Api Tooling Opensource #RedHat #microckio #apicurio #openshift #3scale par @lbroudoux et @nmasse_itix https://t.co/eTVnPMGalh,unknown,en
Gamification which focuses only on extrinsic motivation and misses intrinsic motivation is hugely incomplete. Need… https://t.co/pjSKBaqZjq,en,en
Customized JRE sizes and container awareness @DevoxxFR https://t.co/uRb9cr3zEs,en,en
"#Loterie @Ebiznext : Denis, l'heureux gagnant du #drone de ce jeudi. Qui sera celle ou celui de cet après-midi ? Ti… https://t.co/glTXt6346o",fr,fr
"RT @CedricClovel: Super conf sur l'intelligence artificielle avec @rachel_orti @msr4cloud durant #DevoxxFR #devoxx2019.
@SQLI_FR https://t.…",en,fr
RT @DanaruDev: Y'a du monde pour @leboncoin  à @DevoxxFR ! @SQLI_FR @bogatyr33 @SylvainLABRE #DevoxxFr https://t.co/qAIhlfexcj,unknown,fr
"RT @bogatyr33: #AXA #DevoxxFR @AXAJobs_fr
Super accueil, merci ! https://t.co/KtGpgrUefN",en,ca
RT @DanaruDev: Use the nix! Par @clementd et @haitlah à @DevoxxFR. @SQLI_FR @CedricClovel @bogatyr33 #DevoxxFR https://t.co/qQR0w01KrI,en,en
Un sacré panel d'outils pour passer facilement de l'idée d'une API à la production. À suivre ! #DevoxxFr… https://t.co/af1LSjCEGf,fr,fr
Switch expressions en Java 12 #DevoxxFR https://t.co/TWIrimuWHg,en,en
"Really cool talk by @nmasse_itix and @lbroudoux about designing APIs using @microcksio and @apicurio , deployed on… https://t.co/OdV1Vt9ixr",en,en
"#DevoxxFR Parlons tests de perfs avec Sergio Lema @ekino_France : automatisation avec #JMeter, visualisation avec… https://t.co/rXbWFuLU7M",unknown,fr
quand tu es à quelques minutes de faire ta présentation sur #kubernetes et #GKE pour @DevoxxFR dans l'amphi bleu du… https://t.co/K3O3hBbUdf,fr,fr
On a construit une API avec @lbroudoux et @anmax_itix : @apicurio @microcksio @postmanclient @springboot @openshift… https://t.co/PZAhQ7gTyy,unknown,fr
"Cheat sheet for your performance tests workflow in your CI #DevoxxFR 
@ekino_France https://t.co/bpzj33iLrg",en,en
#DevoxxFr Les slides de @jpetazzo disponible ici : https://t.co/B69rPlkneE,en,es
Nouvelles apis String en Java 11 #DevoxxFR https://t.co/XKEnagEaWI,en,no
"Le sac à dos est top cette année👍, merci @DevoxxFR 👏👏",fr,fr
Vous ne connaissez pas #dotnet ? C'est l'occasion de participer au #labs initiation au développement  #dotnetcore a… https://t.co/bdxFJ3ZaTl,fr,fr
"Super REX de @doctolib autour du #datadriven @DevoxxFR , soyons pragmatiques ! https://t.co/GReSumdnzC",unknown,fr
Choose the right GC taking into account the life's duration of your container #docker #Java (is it usefull to unall… https://t.co/pK4SynVGap,en,en
"JVM and container with @delabassee remind us that FROM Java is deprecated.
Thanks 
#DevoxxFr #Java #Docker https://t.co/dnsGppyL67",en,en
Beau modèle de KISS et YAGNI chez @Doctolib. Pas nécessairement besoin d'une architecture microservice et d'être da… https://t.co/ZuzY7o2U9l,fr,fr
"En Java 11, on peut lancer une classe Java comme un script #DevoxxFR https://t.co/gO62rl9XO7",en,fr
Les slides de ma présentation sur Apache Pulsar sont en ligne ⬇️  Enjoy 😀 !! https://t.co/fis3HCHYrb  #DevoxxFR… https://t.co/QyxlzIh9t7,unknown,fr
@DevoxxFR @christopheml Ok je comprends mieux 😉 merci,en,fr
RT @Dawiiid: Vous souhaitez découvrir comment #ThalesDigitalFactory déploie un produit sécurisé sur un cloud public ? Venez assister à notr…,fr,fr
"RT @cdams86: Dernier jour de @DevoxxFR, que le temps passe vite quand on est entouré de passionnés 🤩🤩
Et pour nous, c’est le #Dday avec la…",fr,fr
"Super conf sur l'intelligence artificielle avec @rachel_orti @msr4cloud durant #DevoxxFR #devoxx2019.
@SQLI_FR https://t.co/6fJroawSLZ",en,fr
General life tip from @CeliaHodent: “we cannot pay attention to tutorial texts while busy killing zombies.” :) #DevoxxFr,en,en
Using @graalvm to optimize the runtime of your #Java app container. @delabassee at @DevoxxFR https://t.co/DeVCmpH09M,en,en
"Plus d'excuses pour ne pas faire de #test e2e sur votre application, avec le hands-on labs de @rodbung et @JkNourry… https://t.co/7SPTJSie5W",en,fr
Spotted @cyril_lakech  present dans les changelogs de @java_hipster @DevoxxFR https://t.co/pdcmA0vRzz,en,nl
On tente sa chance pour Las Vegas avec Axa au Devoxx #AXA #DevoxxFR @AXAJobs_fr https://t.co/7iiAFfHnnN,unknown,fr
"RT @Sodifrance: Avec le #DesignThinking, Sodifrance place les besoins de ses clients au cœur de ses projets pour gagner en efficacité. 
On…",fr,fr
"RT @Sodifrance: Aujourd’hui chez Sodifrance, il y a près de 200 #ChefsDeProjet. Tu souhaites rejoindre une équipe de consultants passionnés…",fr,fr
@juliendubois qui cite @danielpetisme lors de son talk au #DevoxxFr : done 😎 https://t.co/CJwhR6oR1L,en,fr
L’intelligence artificielle pour tous: comment éviter les biais de l’IA: amphi comble pour Rachel Orti et Mélanie R… https://t.co/XtVEeAoHVp,fr,fr
RT @Sodifrance: Près de 90% de nos #Devs se font en #Agilité chez Sodifrance.  Si tu aimes l’agilité et que tu souhaites valoriser tes comp…,fr,fr
Super talk de @mdomenjoud et @NicolasDeNayer sur l’adaptation pragmatique de leur solution aux montées en charge chez @doctolib #DevoxxFr,unknown,fr
"[#DEVOXX] 3ème et dernier jour du @DevoxxFR, profitez-en pour assister à nos différents hands-on avec : 

➡️… https://t.co/hxYlxjfvQJ",fr,fr
"À #DevoxxFR, on parle aussi d’#UX sur #Fortnite ! https://t.co/SZ0HTyK4qk",en,fr
Boring architecture avec @doctolib #DevoxxFR un peu de pragmatism architecture ça fait du bien !,fr,fr
"Depuis Java 9, du ménage est fait à chaque release du jdk pour la première fois #DevoxxFR https://t.co/6PEnEgi211",fr,fr
@delabassee donne une explication détaillée pour réduire de 90% la taille d'une app java dockerisée #java @DevoxxFR https://t.co/9lvyrb30he,fr,fr
Using #dive to inspect the layers of a #Docker image. @delabassee at @DevoxxFR https://t.co/JOab3imC8w https://t.co/EMrifau8mX,en,en
"Merci @DevoxxFR pour cette superbe édition 2019 ! Bilan : plus de 70 Ippons venus de toute la France, des talks de… https://t.co/wdd9GcKPla",fr,fr
"RT @jpbempel: Hello #DevoxxFr, aujourd'hui à 13h30, salle 252, je vous parlerez de GC à faible latence ou comment #C4, #Shenandoah et #ZGC…",fr,fr
Première fois que je vais louper @lescastcodeurs à #devoxxfr #tristesse #troptard https://t.co/uC14THeG58,fr,fr
Optimizing your #Java app container's size using the jre instead of jdk in your Dockerfile (using a tmp image).… https://t.co/ezqyrnPKDz,en,en
@jerome_malzac @AXAJobs_fr Une place à gagner sur le stand #AXA #DevoxxFR ;) tu m'as vendu du rêve cette année j'ai… https://t.co/RlkggJcAcc,fr,fr
@StephaneYhuel @LagardeSarpy @DevoxxFR @johana_damotte @RBitard @InformatiqueBP @89C3 @Casden_BP @BRED_BP Un peu d’… https://t.co/AYf58cGvQ3,unknown,fr
Convergence des binaires Java chez Oracle #DevoxxFR https://t.co/bvEwBfZy0F,en,fr
"RT @msdev_fr: Une ligne de #JavaScript est une ligne de TypeScript ! Passez à #TypeScript dès aujourd'hui après la session ""TypeScript: Why…",fr,fr
Sometimes half an audience will immediately recognise the abstract stripes are (minimal) representations of Streetf… https://t.co/kBYoiRufw9,en,en
Présentation des méthodes des tests de performance au #DevoxxFR : point trop souvent délaissé et pourtant essentiel… https://t.co/MA3YjhzAVD,fr,fr
RT @SylvainLABRE: Paré pour en apprendre plus sur l'intelligence artificielle à #DevoxxFR @SQLI_FR #ia @IBM https://t.co/uYODQCzLOC,en,fr
#AXA #DevoxxFR @AXAJobs_fr https://t.co/s5rHRyuBNR,en,en
"If you ever need to convince a manager to let you do perf tests (with the manager's translation) :
- Easy to do (a.… https://t.co/dH0JxGXxdO",en,en
« La perception est subjective » 👀@CeliaHodent #DevoxxFr https://t.co/wphzsS2lbq,en,fr
Dataset is everything in #MachineLearning #DevoxxFR I'll have a look at the Norman Project from the #mit https://t.co/MgaZnwNdZj,en,en
#labs on créer son application #Serverless sur #aws avec @dicaormu @fabgutlerr à #DevoxxFR https://t.co/A7tQCjLCzX,en,fr
Dernier jour de #DevoxxFR à laquelle nous participons. Encore une journée pour découvrir de nouvelles approches d’a… https://t.co/ckXo4C1yJA,fr,fr
#DEVOXXFR #Google #SODIFRANCE  l'open source #IA https://t.co/YSMehdhzhp,en,fr
"RT @zengularity: .@DevoxxFR day #3, ne manquez pas la conférence de @FabGutierr : ""Créer votre application #Serverless sur #AWS en utilisan…",fr,fr
RT @TalanLabs: Aujourd’hui nous sommes à @DevoxxFR pour la grande conférence des développeurs ! https://t.co/YQAcKYmArG,fr,fr
"RT @XebiaFr: [#DevoxxFR] A 10h45, vous êtes plutôt duo ou trio ? Lequel de ces hands-on aura votre préférence ? 👇

cc @dicaormu &amp; @FabGutie…",fr,fr
@VialinkFR @BredFactory @DevoxxFR #KYC en force !,unknown,en
@christopheml @DorraBartaguiz Effectivement les keynotes ne sont que les jours 2 et 3,fr,fr
Très content de recevoir @CeliaHodent pour nous parler de L'expérience utilisateur dans la création de jeux vidéo… https://t.co/TgCbzcy4Ap,fr,fr
"Envie de tester l'intelligence artificielle ?

Des librairies open source pour vous au #DevoxxFR https://t.co/RGbC138cmO",en,fr
#Devoxxfr #Day3 Let’s gooooo https://t.co/7M6KcblQYa,en,nl
"Et encore une partie de la fine équipe #InnovativeTechTeamBx 🤟@SQLI_FR 
Hashtag créée pour l'occasion car çà commen… https://t.co/liTs4YIDwC",fr,fr
@StephaneYhuel @LagardeSarpy @DevoxxFR @johana_damotte @RBitard @InformatiqueBP @89C3 @Casden_BP @BRED_BP Ok 👌,unknown,en
#AXA #DevoxxFR  @AXAJobs_fr https://t.co/ZwEZMqbcth,en,en
@delabassee from @Oracle is talking about containers @Docker and #JVM at @DevoxxFR https://t.co/o1ZtmGjLmy,en,en
@Nilhcem Félicitations pour @DevoxxFR ! J'ai complété mon post initial sur Cloud IoT Core et ESP32 avec un deuxième… https://t.co/bAcRcYhIKJ,fr,fr
RT @guiChervet: Parmi toutes les confs super cool à @DevoxxFR du vendredi 19 Avril à 11h45. Je présente celle sur les api RESTful. Ce sera…,fr,fr
Listening @delabassee at @DevoxxFR https://t.co/IeM7NfyG1F,en,nl
Retours d’expérience pour « Créer et développer une communauté open source » par @juliendubois sur @java_hipster… https://t.co/1WpoLvvgnj,fr,fr
"RT @Mathichardeau: You are @DevoxxFR ? Don't miss @vdwxv talk about ""Modular Programming"" in room 243 at 11:45 today, GOOOOO!💪 https://t.co…",en,en
Méthode et analyse des tests de performance d’une api #DevoxxFR @ekimo_france https://t.co/Q2mznZqIjL,en,fr
"Des speakers très inspirants pour cette dernière journée @DevoxxFR 

Le thème du bien être au travail parfaitement… https://t.co/YK7oC5DksH",fr,fr
RT @Devoxx: Congrats to the #DevoxxFR CFP team for the grand-cru keynote selection! https://t.co/i4QdqmQXgN,en,en
"Venez voir la conférence de @jefbinomed ""Faisons de la Magie avec Hoodini.CSS"" 🧙‍♂️ aujourd'hui à @DevoxxFR, salle… https://t.co/3lWmIGzWSC",fr,fr
#DevoxxFR #IA https://t.co/22tOZWJDYk,en,nl
"Silently starting an ads compaign to tag #zio as a modern #dependencyInjection for the JVM cc @DevoxxFR @jdegoes 
https://t.co/tq7OJNMDqG",en,en
